name,industry,market_cap,employees,country,headquarters,address,sector,ceo,founded,founders,share_price,website,stock,area_served,revenue
AT&T," Telecom, Communication Services, Internet Providers, Mobile Services, Fixed Line Service, Television Services, Media, Advertising, Utilities, Telecom Equipment",$134.70 B,"203,000",USA,"Dallas, TX, United States",,Communication Services,Edward Whitacre Jr.,1983,,$18.90,,T,,"168,860 Million USD"
CVS Health,Retailing,$132.29 B,"300,000",USA,"Woonsocket, RI, United States",,Healthcare,Karen S. Lynch,1963,,$100.68,,CVS,,$292B
S&P Global,Business Services & Supplies,$115.28 B,22.850,USA,,,,Douglas L. Peterson,1888,,$353.84,,SPGI,,$10.33 B
BlackRock,Diversified Financials,$106.86 B,"18,400",USA,"New York, NY, United States",,Financials,Laurence Douglas Fink,1988,,$711.52,,BLK,,$20.3B
BP,Oil & Gas Operations,$104.90 B,"65,900",UK,,,,Bernard Looney,1909,,$34.80,,BP,,$158B
ServiceNow,IT Software & Services,$84.51 B,"16,881",USA,,,,William R. McDermott,2004,,$418.39,,NOW,,$5.9B
PayPal,Banking and Financial Services,$82.80 B,"30,900",USA,"San Jose, CA, United States",,Financials,Dan Schulman,1998,,$72.63,,PYPL,,$25.6B
EOG Resources,Oil & Gas Operations,$73.97 B,"2,800",USA,,,,Ezra Y. Yacob,1985,,$125.93,,EOG,,$19.8B
GlaxoSmithKline,Drugs & Biotechnology,$73.53 B,"90,096",UK,,,,Emma N. Walmsley,2000,,$35.92,,GSK,,$46.9B
3M,Packaged Goods,$69.69 B,"38,000",USA,,,,Michael F. Roman,1902,,$126.09,,MMM,,$35.4B
HCA Healthcare,Health Care Equipment & Services,$69.18 B,204.000,USA,,,,Samuel N. Hazen,1968,,$244.70,,HCA,,$56.49 B
CSX Corporation,Railroads,$68.68 B,21.946,USA,"Jacksonville, FL, United States",,Industrials,Mr. James M. Foote,"November 1, 1980",,$32.67,,CSX,,$13.66 B
Colgate-Palmolive,Household & Personal Products,$66.26 B,"33,800",USA,,,,Not found,1806,,$79.34,,CL,,$17.4B
U.S. Bancorp,Banks,$66.24 B,70.000,USA,"Minneapolis, MN, United States",,Financials,Mr. Andrew J. Cecere,"July 13, 1863",,$43.29,,USB,,$23.50 B
Sherwin-Williams,"Construction, Oil & Gas Operations, Mining and Chemicals",$64.44 B,"60,000",USA,,,,John G. Morikis,1866,,$248.68,,SHW,,$19.9B
CNOOC,Oil & Gas Operations,$64.09 B,"19,086",China,,,,Xin Huai Zhou,1999,,$1.29,,0883.HK,,$37.8B
CME Group,Diversified Financials,$62.92 B,"3,480",USA,,,,Terrence A. Duffy,1898,,$174.92,,CME,,$4.7B
PNC Financial Services,Banking and Financial Services,$60.34 B,"59,426",USA,,,,William S. Demchak,1845,,$149.62,,PNC,,$19.9B
KLA,"IT, Internet, Software & Services",$57.56 B,14.000,USA,,,,Richard P. Wallace,1997,,$406.21,,KLAC,,$9.85 B
MetLife,Insurance,$57.15 B,"43,000",USA,,,,Michel A. Khalaf,1868,,$72.84,,MET,,$71.1B
Freeport-McMoRan,Materials,$56.35 B,"24,700",USA,,,,Richard Adkerson,1897,,$39.43,,FCX,,$24.3B
RELX,Business Services & Supplies,$55.40 B,"33,500",UK,,,,Erik Engstrom,1903,,$28.93,,RELX,,$10B
KKR & Co.,,$55.38 B,3.238,USA,,,,,,,$49.35,,KKR,,$7.24 B
McKesson,Drugs & Biotechnology,$52.79 B,"76,000",USA,,,,Brian S. Tyler,1833,,$372.31,,MCK,,$257B
O'Reilly Automotive,Retailing,$50.96 B,"83,636",USA,,,,Gregory D. Johnson,1957,,$814.50,,ORLY,,$13.3B
DexCom,Health Care Equipment & Services,$47.68 B,"6,300",USA,,,,Kevin Ronald Sayer,1999,,$121.49,,DXCM,,$2.4B
Kimberly-Clark,Packaged Goods,$46.94 B,"45,000",USA,,,,Michael D. Hsu,1872,,$139.10,,KMB,,$19.8B
AutoZone,Retailing,$44.36 B,"100,000",USA,,,,"William C. Rhodes, III",1979,,"$2,360",,AZO,,$15.6B
MercadoLibre,IT Software & Services,$43.62 B,"29,957",gentina,,,,Marcos Eduardo Galperin,1999,,$867.30,,MELI,,$7.1B
L3Harris Technologies,Aerospace & Defense,$41.51 B,"42,240",USA,,,,Christopher Eugene Kubasik,2019,,$218.04,,LHX,,$17.8B
MSCI," Financial Services, Business Services, Stock Markets, Trading, Capital Markets",$39.85 B,"4,303",USA,,,,Henry A. Fernandez,1969,,$498.48,,MSCI,,"2,043 Million USD"
IQVIA,Drugs & Biotechnology,$39.78 B,"79,000",USA,,,,Ari Bousbib,1982,,$214.21,,IQV,,$13.9B
Parker-Hannifin,Capital Goods,$38.13 B,"54,640",USA,,,,Thomas L. Williams,1918,,$296.99,,PH,,$15.3B
Bank of New York Mellon,Banking,$36.32 B,"49,100",USA,,,,Thomas P. Gibbons,1965,,$44.94,,BK,,$16.1B
IDEXX Laboratories,Health Care Equipment & Services,$35.61 B,"10,350",USA,,,,Jay Mazelsky,1983,,$430.03,,IDXX,,$3.2B
AmerisourceBergen,Drugs & Biotechnology,$33.45 B,"42,000",USA,,,,Steven H. Collis,1969,,$165.27,,ABC,,$221.1B
CoStar Group,IT Software & Services,$33.04 B,4.742,USA,,,,Andrew C. Florance,1987,,$81.26,,CSGP,,$2.11 B
VICI Properties,Diversified Financials,$32.92 B,152,USA,,,,Edward Baltazar Pitoniak,2016,,$34.19,,VICI,,$1.5B
ResMed,Health Care Equipment & Services,$32.35 B,"7,970",USA,,,,Michael J. Farrell,1989,,$220.86,,RMD,,$3.4B
BAE Systems,Aerospace & Defense,$31.99 B,"34,000",UK,,,,Charles Nicolas Woodburn,1999,,$10.30,,BSP.F,,$26.8B
NatWest Group,Banking,$31.89 B,"57,800",UK,,,,Alison Marie Rose-Slade,1968,,$6.60,,NWG,,$17.9B
SBA Communications,Diversified Financials,$31.78 B,1.596,USA,,,,Jeffrey A. Stoops,1989,,$294.39,,SBAC,,$2.54 B
WEC Energy Group,Utilities,$30.82 B,"6,938",USA,,,,Not found,1981,,$97.72,,WEC,,$8.3B
EQT,Oil & Gas Operations,$28.48 B,693,Sweden,,,,Toby Z. Rice,1888,,$23.86,,EQT.ST,,$6.8B
CrowdStrike,IT Software & Services,$28.26 B,"4,965",USA,,,,George P. Kurtz,2011,,$120.57,,CRWD,,$1.5B
HP,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",$27.85 B,"51,000",USA,,,,Enrique Lores,1939,,$28.36,,HPQ,,$65B
CDW Corporation,Information Technology Services,$25.99 B,"13,900",USA,"Lincolnshire, IL, United States",,Technology,Ms. Christine A. Leahy,1984,,$192.03,,CDW,,"US$18.467 billion (Fiscal Year Ended December 31, 2020)"
Coca-Cola European Partners,"Food, Soft Beverages, Alcohol & Tobacco",$25.10 B,"33,200",UK,,,,Damian Paul Gammell,2016,,$54.95,,CCEP,,$16.2B
CBRE Group,Construction,$25.08 B,"105,000",USA,,,,Bob Sulentic ,1906,,$79.41,,CBRE,,$27.7B
M&T Bank,Banking,$24.82 B,"17,569",USA,,,,René F. Jones,1856,,$143.79,,MTB,,$5.9B
FirstEnergy,Utilities,$24.20 B,"12,395",USA,,,,Steven E. Strah,1997,,$42.34,,FE,,$11.4B
AvalonBay Communities,Diversified Financials,$24.07 B,"2,927",USA,,,,Benjamin W. Schall,1978,,$172.08,,AVB,,$2.3B
eBay,Business Services & Supplies,$23.74 B,10.800,USA,,,,Jamie Iannone,1995,,$43.75,,EBAY,,$9.89 B
DTE Energy,Utilities,$23.36 B,"10,300",USA,,,,Jerry Norcia,1996,,$120.60,,DTE,,$15.5B
SSE,Utilities,$22.81 B,"12,512",UK,,,,Alistair Phillips-Davies,1989,,$20.97,,SCT.F,,$10.3B
DoorDash,IT Software & Services,$22.71 B,8.600,USA,,,,Tony Xu MBA,2013,,$58.50,,DASH,,$6.06 B
CNH Industrial,Capital Goods,$21.80 B,"71,895",UK,,,,Scott Wellington Wine,1996,,$16.22,,CNHI,,$33.4B
PPL,Utilities,$21.66 B,"5,607",USA,,,,Vincent Sorgi,1994,,$29.42,,PPL,,$5.8B
VeriSign,IT Software & Services,$21.29 B,902.0,USA,,,,D. James Bidzos,1995,,$200.86,,VRSN,,$1.39 B
BioMarin Pharmaceutical,,$20.14 B,3.045,USA,,,,,,,$108.38,,BMRN,,$2.00 B
AES,Utilities,$19.53 B,"8,450",USA,,,,Andrés Ricardo Gluski Weilert,1981,,$29.24,,AES,,$11.1B
CenterPoint Energy,Utilities,$19.48 B,"12,901",USA,,,,David J. Lesar,1882,,$30.95,,CNP,,$8.4B
CMS Energy,Utilities,$18.50 B,"9,778",USA,,,,Garrick J. Rochow,1987,,$63.76,,CMS,,$7.4B
CF Industries,,$18.24 B,2.97,USA,,,,,,,$93.00,,CF,,$11.11 B
PerkinElmer,Health Care Equipment & Services,$18.15 B,"16,700",USA,,,,Prahlad Ramadhar Singh,1947,,$143.71,,PKI,,$5.1B
Campbell Soup,"Food, Drink & Tobacco",$17.26 B,"14,100",USA,,,,Mark A. Clouse,1869,,$57.00,,CPB,,$8.3B
Cloudflare,Business Services & Supplies,$17.19 B,"2,440",USA,,,,Matthew Browning Prince,2009,,$52.32,,NET,,$656M
Cooper Companies,Health Care Equipment & Services,$16.03 B,"12,000",USA,,,,Albert George White III,Not found,,$324.86,,COO,,$3B
3i Group,Diversified Financials,$15.98 B,234,UK,,,,Simon Alexander Borrows,Not found,,$16.43,,III.L,,$331M
FMC,Chemicals,$15.97 B,"6,400",USA,,,,Mark A. Douglas,1883,,$126.79,,FMC,,$5B
Skyworks Solutions,Semiconductors,$15.54 B,11.000,USA,,,,Liam K. Griffin,2002,,$97.06,,SWKS,,$5.48 B
Associated British Foods,"Food, Drink & Tobacco",$15.53 B,"128,000",UK,,,,George Garfield Weston,1935,,$19.50,,ABF.L,,$19B
Jacobs Engineering,"Construction, Oil & Gas Operations, Mining and Chemicals",$15.48 B,"55,000",USA,,,,Steve Demetriou,1947,,$122.57,,J,,$14.1B
Align Technology,Health Care Equipment & Services,$15.29 B,"22,540",USA,,,,Joseph M. Hogan,1997,,$195.81,,ALGN,,$4B
Palantir,,$15.28 B,3.269,USA,,,,,,,$7.35,,PLTR,,$1.83 B
BT Group,"Telecommunications Services, Cable Supplier",$15.26 B,"100,000",UK,,,,Philip Eric Rene,1980,,$1.44,,BT-A.L,,$28.8B
NVR," Consumer Cyclical, Capital Goods, Construction",$15.16 B,"6,600",USA,,,,Dwight Schar,1980,,"$4,747",,NVR,,"8,951 Million USD"
FICO,,$15.15 B,3.367,USA,,,,,,,$606.68,,FICO,,$1.37 B
Textron,Aerospace & Defense,$15.03 B,"33,000",USA,,,,Scott C. Donnelly,1923,,$72.02,,TXT,,$12.4B
Avery Dennison,Materials,$14.72 B,"36,000",USA,,,,Mitchell R. Butier,1990,,$181.85,,AVY,,$8.4B
Teradyne,Semiconductors,$14.66 B,"5,900",USA,,,,Mark E. Jagiela,1960,,$94.15,,TER,,$3.7B
Leidos,"IT, Internet, Software & Services",$14.59 B,"39,000",USA,,,,Roger Krone,1969,,$106.80,,LDOS,,$13.7B
MongoDB,Business Services & Supplies,$14.59 B,"3,544",USA,,,,Dev C. Ittycheria,2007,,$210.65,,MDB,,$874M
Bunge,"Food, Drink & Tobacco",$14.56 B,"22,000",USA,,,,Gregory A. Heckman,1818,,$96.23,,BG,,$59.2B
Expedia Group,Business Services & Supplies,$14.48 B,"14,800",USA,,,,Peter M. Kern,1996,,$92.79,,EXPE,,$8.6B
Evergy,Utilities,$14.47 B,"4,930",USA,,,,David A. Campbell,1909,,$63.05,,EVRG,,$5.6B
MGM Resorts,"Hotels, Restaurants & Leisure",$14.18 B,"59,000",USA,,,,William J. Hornbuckle,1986,,$36.93,,MGM,,$9.7B
Alliant Energy,Utilities,$14.06 B,"3,313",USA,,,,John O. Larsen,1981,,$56.05,,LNT,,$3.7B
Westlake Chemical,Chemicals,$14.05 B,"14,550",USA,,,,Albert Yuan Chao,1986,,$110.17,,WLK,,$11.8B
NetApp,Technology Hardware & Equipment,$13.88 B,12.000,USA,,,,George Kurian,1992,,$64.39,,NTAP,,$6.45 B
Viatris,Drugs & Biotechnology,$13.72 B,"37,000",USA,,,,Michael Goettler,1961,,$11.32,,VTRS,,$17.9B
Healthpeak Properties,Diversified Financials,$13.70 B,196.0,USA,,,,Thomas M. Herzog,1985,,$25.49,,PEAK,,$2.01 B
AspenTech,,$13.65 B,3.7,USA,,,,,,,$211.65,,AZPN,,$0.84 B
SVB Financial Group,Banks,$13.62 B,8.429,USA,"Santa Clara, CA, United States",,Financials,Gregory W. Becker,1983,,$230.57,,SIVB,,$6.18 B
Bio-Techne,,$13.62 B,3.0,USA,,,,,,,$86.81,,TECH,,$1.11 B
Kimco Realty,Diversified Financials,$13.61 B,606,USA,,,,Conor C. Flynn,1973,,$22.01,,KIM,,$1.4B
Franklin Resources,Diversified Financials,$13.53 B,"10,300",USA,,,,Jennifer M. Johnson,1947,,$27.10,,BEN,,$8.7B
Zebra Technologies,Technology Hardware & Equipment,$13.50 B,9.800,USA,,,,Anders Gustafsson,1969,,$261.50,,ZBRA,,$5.74 B
Chesapeake Energy,Oil & Gas Operations,$13.28 B,"1,300",USA,,,,Domenic J. Dell’Osso Jr.,1989,,$99.16,,CHK,,$7.3B
SS&C Technologies,IT Software & Services,$13.27 B,24.900,USA,,,,William Charles Stone,1986,,$52.68,,SSNC,,$5.23 B
United Airlines Holdings,Transportation,$13.10 B,90.800,USA,,,,J. Scott Kirby,1968,,$40.10,,UAL,,$38.13 B
Interpublic Group,Business Services & Supplies,$12.99 B,"55,600",USA,,,,Philippe Krakowsky,1930,,$33.45,,IPG,,$10.2B
Burlington Stores,Retailing,$12.78 B,14.803,USA,,,,Michael B. O'Sullivan,1972,,$196.17,,BURL,,$8.54 B
Essential Utilities,,$12.78 B,3.211,USA,,,,,,,$48.74,,WTRG,,$2.11 B
Amerco,Business Services & Supplies,$12.72 B,16.368,USA,,,,Edward J. Shoen,1945,,$64.92,,UHAL,,$5.41 B
Bio-Rad Laboratories,Health Care Equipment & Services,$12.66 B,"7,900",USA,,,,Norman D. Schwartz,1952,,$429.90,,BIO,,$2.9B
ZoomInfo,,$12.65 B,2.742,USA,,,,,,,$31.36,,ZI,,$1.01 B
Snap-on,Consumer Durables,$12.38 B,12.800,USA,,,,Nicholas T. Pinchuck,1920,,$233.00,,SNA,,$4.42 B
Bunzl,Trading Companies,$12.32 B,"21,021",UK,,,,Frank Andre van Zanten,1854,,$36.51,,BNZL.L,,$14.1B
TransUnion,Consulting Services,$12.02 B,"10,200",USA,"Chicago, IL, United States",,Industrials,Mr. Christopher A. Cartwright,"February 8, 1968",,$62.38,,TRU,,US$2.656 billion (2019)
Dynatrace,,$11.74 B,3.6,USA,,,,,,,$40.81,,DT,,$1.03 B
Celanese,Chemicals,$11.49 B,"8,529",USA,,,,Lori J. Ryerkerk,1918,,$105.98,,CE,,$8.5B
Globe Life,Insurance,$11.48 B,"3,222",USA,,,,Gary L. Coleman Larry M. Hutchison,1951,,$118.08,,GL,,$5.2B
Liberty Broadband,Telecommunications Services,$11.39 B,"1,900",USA,,,,Gregory Ben Maffei,1991,,$76.35,,LBRDA,,$988M
Western Digital,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",$11.38 B,"65,000",USA,,,,David V. Goeckeler,1970,,$35.83,,WDC,,$18.9B
Masco,Construction,$11.30 B,"20,000",USA,,,,Keith J. Allman,1929,,$50.14,,MAS,,$8.4B
NiSource,Oil & Gas Operations,$11.29 B,"7,272",USA,,,,Lloyd M. Yates,1847,,$27.82,,NI,,$4.9B
Henry Schein,Health Care Equipment & Services,$11.27 B,22.000,USA,,,,Stanley M. Bergman,1932,,$83.17,,HSIC,,$12.60 B
Albertsons,Food Markets,$11.14 B,"300,000",USA,,,,Vivek Sankaran,1939,,$20.82,,ACI,,$71.9B
Equitable Holdings,Diversified Financials,$11.07 B,"7,800",USA,,,,Mark Pearson,1859,,$29.92,,EQH,,$11B
Sino Biopharmaceutical,Drugs & Biotechnology,$11.03 B,"25,579",China,,,,Yi Li,2000,,$0.59,,1177.HK,,$3.8B
Aramark,"Hotels, Restaurants & Leisure",$11.03 B,"248,300",USA,,,,John J. Zillmer,1936,,$42.65,,ARMK,,$13.3B
Informa plc,Publishing,$10.98 B,,UK,,,Communication Services,,,,$7.67,,INF.L,,
WPP,Media,$10.97 B,"109,382",UK,,,,Mark Julian Read,1971,,$51.24,,WPP,,$17.6B
CarMax,Retailing,$10.69 B,"32,647",USA,,,,Bill Nash,1993,,$67.71,,KMX,,$31.9B
Caesars Entertainment,Travel & Leisure,$10.66 B,"10,000",USA,,,,Tom Reeg,1937,,$49.69,,CZR,,$9.5B
PulteGroup,Construction,$10.55 B,"6,182",USA,,,,Ryan R. Marshall,1950,,$46.33,,PHM,,$13.9B
Coinbase,IT Software & Services,$10.52 B,"3,730",USA,,,,Brian Armstrong,2012,,$40.19,,COIN,,$7.8B
Fidelity National Financial,Insurance,$10.33 B,"28,290",USA,,,,Michael J. Nolan,1847,,$37.99,,FNF,,$15.6B
Annaly Capital Management,Diversified Financials,$10.28 B,171,USA,,,,David L. Finkelstein,1996,,$21.98,,NLY,,$731M
Qorvo,Semiconductors,$10.23 B,"8,400",USA,,,,Robert A. Bruggeworth,1991,,$100.94,,QRVO,,$4.6B
HF Sinclair,Oil & Gas Operations,$10.16 B,"4,208",USA,,,,Michael C. Jennings,1947,,$50.63,,DINO,,$18.4B
AutoNation,Retailing,$10.08 B,"22,200",USA,,,,Michael Mark Manley,1991,,$114.43,,AN,,$26.7B
Crown Holdings,"Engineering, Manufacturing",$10.01 B,"33,000",USA,,,,Timothy Joseph Donahue,1892,,$83.51,,CCK,,$11.9B
Builders FirstSource,Construction,$9.95 B,"28,000",USA,,,,David E. Flitman,1998,,$67.65,,BLDR,,$19.9B
AGCO,Capital Goods,$9.89 B,"23,300",USA,,,,Eric P. Hansotia,1990,,$132.65,,AGCO,,$11.1B
BorgWarner,Consumer Durables,$9.63 B,49.300,USA,,,,Frédéric B. Lissdale,1928,,$41.16,,BWA,,$15.34 B
Performance Food Group,Food Markets,$9.48 B,"23,000",USA,,,,George L. Holm,1885,,$60.96,,PFGC,,$39.7B
BJ's Wholesale Club,Retailing,$9.45 B,"34,000",USA,,,,Robert W. Eddy,1984,,$70.33,,BJ,,$16.7B
Twilio,IT Software & Services,$9.40 B,"7,867",USA,,,,Jeffery G. Lawson,2008,,$51.03,,TWLO,,$2.8B
Next plc,,$9.34 B,26.836,UK,,,,,,,$72.33,,NXT.L,,$6.20 B
Universal Health Services,Health Care Equipment & Services,$9.34 B,89.000,USA,,,,Marc D. Miller,1979,,$130.83,,UHS,,$13.22 B
Rolls-Royce Holdings,"Engineering, Manufacturing",$9.26 B,"44,000",UK,,,,David Warren Arthur East,1906,,$1.10,,RR.L,,$15.4B
Reinsurance Group of America,Insurance,$9.24 B,3.5,USA,,,,Anna Manning,1973,,$138.36,,RGA,,$15.34 B
Tapestry,Retailing,$9.17 B,"16,400",USA,,,,Joanne C. Crevoiserat,2017,,$38.06,,TPR,,$6.5B
Liberty Global,Media,$9.15 B,"11,200",UK,,,,Michael Thomas Fries,2005,,$19.65,,LBTYB,,$10.5B
East West Bancorp,Banking,$9.07 B,"3,100",USA,,,,Dominic Ng,1998,,$64.38,,EWBC,,$1.9B
Schroders,Diversified Financials,$9.04 B,"5,750",UK,,,,Peter Harrison,1804,,$5.61,,SDR.L,,$4.2B
Invesco,Diversified Financials,$8.87 B,"8,513",USA,,,,Martin Flanagan,1935,,$19.52,,IVZ,,$7B
Mondi,Materials,$8.65 B,"26,500",UK,,,,Andrew King,2007,,$17.82,,MNDI.L,,$9.1B
Dropbox,,$8.60 B,2.667,USA,,,,,,,$23.73,,DBX,,$2.29 B
Penumbra,,$8.54 B,3.8,USA,,,,,,,$224.97,,PEN,,$0.82 B
Advance Auto Parts,Retailing,$8.50 B,"41,000",USA,,,,Thomas R. Greco,1932,,$143.46,,AAP,,$11B
Cullen/Frost Bankers,Banking,$8.40 B,"4,553",USA,,,,Phillip D. Green,1868,,$130.77,,CFR,,$1.4B
Commerce Bancshares,Banking,$8.28 B,4.595,USA,,,,John W. Kemper,1865,,$66.12,,CBSH,,$1.45 B
Pearson,,$8.16 B,21.35,UK,,,,,,,$11.27,,PSO,,$8.49 B
OCI," Basic Materials, Chemicals, Fertilizers",$8.08 B,4,Netherlands,,,Financial Services,Not found,1959,,$38.23,,OCI.AS,,"6,318 Million USD"
Cleveland-Cliffs,"Construction, Oil & Gas Operations, Mining and Chemicals",$8.06 B,"25,500",USA,,,,Lourenco Goncalves,1847,,$15.66,,CLF,,$22.4B
Alcoa,Materials,$8.05 B,"12,200",USA,,,,Roy Harvey,1888,,$45.50,,AA,,$12.8B
US Foods,Food Markets,$8.01 B,28.000,USA,,,,Pietro Satriano,2007,,$35.64,,USFD,,$33.18 B
Avis Budget Group,Business Services & Supplies,$7.94 B,"21,000",USA,,,,Joseph A. Ferraro,1946,,$191.63,,CAR,,$9.3B
Jones Lang LaSalle,Construction,$7.93 B,"98,200",USA,,,,Christian Ulbrich,1783,,$167.13,,JLL,,$19.5B
Fortune Brands Home & Security,Construction,$7.92 B,"28,000",USA,,,,Nicholas I. Fink,2011,,$61.90,,FBHS,,$7.7B
Unum,Insurance,$7.87 B,10.100,USA,,,,Richard Paul McKenney,1848,,$39.57,,UNM,,$11.88 B
Webster Financial,Banking,$7.85 B,"3,245",USA,,,,John R. Ciulla,1986,,$45.17,,WBS,,$1.3B
Williams-Sonoma,Retail and Wholesale,$7.73 B,12.200,USA,,,,Laura Alber,1956,,$116.25,,WSM,,$8.72 B
JD Sports Fashion,Retailing,$7.61 B,"61,053",UK,,,,Not found,Not found,,$1.47,,JD.L,,$10.2B
Robinhood,,$7.59 B,3.4,USA,,,,,,,$9.09,,HOOD,,$1.34 B
NRG Energy,Utilities,$7.48 B,"6,635",USA,,,,Mauricio Gutierrez,1989,,$32.47,,NRG,,$26.9B
Olin,Chemicals,$7.42 B,"7,750",USA,,,,Scott McDougald Sutton,1892,,$54.24,,OLN,,$8.9B
Globus Medical,,$7.42 B,2.4,USA,,,,,,,$74.40,,GMED,,$0.99 B
Signature Bank,Banking,$7.34 B,1.854,USA,,,,Joseph J. DePaolo,2000,,$116.65,,SBNY,,$2.58 B
Old Republic International,Insurance,$7.30 B,"9,600",USA,,,,Craig R. Smiddy,1887,,$24.00,,ORI,,$9.3B
Procore,,$7.29 B,2.885,USA,,,,,,,$52.88,,PCOR,,$0.66 B
Organon,Drugs & Biotechnology,$7.27 B,"9,300",USA,,,,Kevin Ali,Not found,,$28.62,,OGN,,$6.5B
Medical Properties Trust,Diversified Financials,$7.09 B,112,USA,,,,Edward K. Aldag,2003,,$11.86,,MPW,,$1.5B
Roku,,$7.03 B,3.0,USA,,,,,,,$50.50,,ROKU,,$3.12 B
Dolby,,$7.02 B,2.368,USA,,,,,,,$73.17,,DLB,,$1.25 B
DaVita,Health Care Equipment & Services,$6.73 B,69.000,USA,,,,Javier J. Rodriguez,2000,,$74.71,,DVA,,$11.21 B
Arrow Electronics,Trading Companies,$6.72 B,"20,700",USA,,,,Michael J. Long,1946,,$109.28,,ARW,,$34.5B
BOK Financial,Banking,$6.70 B,"4,711",USA,,,,Stacy C. Kymes,1908,,$99.65,,BOKF,,$2B
Centrica,Utilities,$6.68 B,"7,000",UK,,,,Christopher O’Shea,1997,,$1.13,,CNA.L,,$20.3B
Assurant,Insurance,$6.63 B,"15,600",USA,,,,Alan B. Colberg,1892,,$125.64,,AIZ,,$10.2B
Whitbread,,$6.63 B,35.7,UK,,,,,,,$32.85,,WTB.L,,$2.27 B
Western Alliance Bancorporation,,$6.50 B,3.368,USA,,,,,,,$59.77,,WAL,,$2.23 B
H&R Block,,$6.49 B,3.8,USA,,,,,,,$41.78,,HRB,,$3.45 B
Mohawk Industries,Consumer Durables,$6.47 B,"43,000",USA,,,,Jeffrey Lorberbaum,1878,,$101.94,,MHK,,$11.2B
WESCO International,Trading Companies,$6.43 B,"18,000",USA,,,,John J. Engel,1993,,$126.55,,WCC,,$18.2B
Sainsbury's,,$6.41 B,171.0,UK,,,,,,,$2.71,,SBRY.L,,$39.27 B
Starwood Property Trust,Diversified Financials,$6.40 B,277.0,USA,,,,Barry Stuart Sternlicht,2009,,$20.04,,STWD,,$1.40 B
Melrose Industries,,$6.37 B,37.336,UK,,,,,,,$1.57,,MRO.L,,$9.29 B
Murphy USA,Retailing,$6.37 B,6.245,USA,,,,Andrew Clyde,1996,,$281.94,,MUSA,,$22.67 B
Prosperity Bancshares,,$6.30 B,3.592,USA,,,,,,,$69.00,,PB,,$1.10 B
DXC Technology,Business Services & Supplies,$6.27 B,"134,000",USA,,,,Michael J. Salvino,2017,,$27.29,,DXC,,$16.6B
Lithia Motors,Retailing,$6.13 B,"21,150",USA,,,,Bryan B. DeBoer,1946,,$224.57,,LAD,,$25.2B
DraftKings,,$6.08 B,3.4,USA,,,,,,,$13.55,,DKNG,,$1.85 B
New York Community Bank,,$6.02 B,2.815,USA,,,,,,,$8.85,,NYCB,,$1.40 B
Coupa,,$5.98 B,3.076,USA,,,,,,,$78.65,,COUP,,$0.81 B
AGNC Investment,Diversified Financials,$5.79 B,50,USA,,,,Peter J. Federico,2008,,$10.14,,AGNC,,$2B
Valley Bank,,$5.69 B,3.37,USA,,,,,,,$11.25,,VLY,,$1.69 B
Glacier Bancorp,,$5.69 B,3.396,USA,,,,,,,$51.41,,GBCI,,$0.88 B
Newell Brands,Consumer Durables,$5.64 B,"32,000",USA,,,,Ravi Saligram,1903,,$13.66,,NWL,,$10.6B
Pinnacle Financial Partners,,$5.55 B,3.184,USA,,,,,,,$72.70,,PNFP,,$1.24 B
Brookfield Renewable,Utilities,$5.52 B,Not found,USA,,,,Connor David Teskey,Not found,,$32.11,,BEPC,,$3.4B
Synovus,Banking,$5.44 B,"4,988",USA,,,,Kevin S. Blair,1888,,$37.41,,SNV,,$2.1B
Novanta,,$5.41 B,2.7,USA,,,,,,,$151.79,,NOVT,,$0.84 B
DS Smith,,$5.40 B,29.584,UK,,,,,,,$3.92,,SMDS.L,,$9.10 B
Guidewire Software,,$5.38 B,3.376,USA,,,,,,,$65.76,,GWRE,,$0.84 B
HealthEquity,,$5.33 B,3.688,USA,,,,,,,$63.04,,HQY,,$0.83 B
M&G plc,Asset Management,$5.28 B,,UK,,,Financials,,,,$2.25,,MNG.L,,
Primerica,,$5.21 B,2.891,USA,,,,,,,$141.39,,PRI,,$2.75 B
Wintrust Financial,Banking,$5.04 B,"5,239",USA,,,,Edward Joseph Wehmer,1992,,$82.97,,WTFC,,$1.9B
PBF Energy,Oil & Gas Operations,$5.01 B,"3,418",USA,,,,Thomas J. Nimbley,2008,,$35.99,,PBF,,$27.3B
Tenet Healthcare,Health Care Equipment & Services,$4.95 B,"101,100",USA,,,,Saumya Sutaria,1967,,$45.87,,THC,,$19.4B
Portland General Electric,,$4.95 B,3.0,USA,,,,,,,$49.08,,POR,,$2.56 B
Persimmon,Construction,$4.89 B,"5,196",UK,,,,Dean Kendal Finch,Not found,,$15.27,,PSN.L,,$5B
X5 Retail Group,Food Markets,$4.87 B,"339,716",Netherlands,,,,Igor Shekhterman,1975,,$17.96,,FIVE.ME,,$29.9B
Bank OZK,,$4.78 B,2.542,USA,,,,,,,$40.70,,OZK,,$1.18 B
AMN Healthcare Services,,$4.76 B,3.8,USA,,,,,,,$109.91,,AMN,,$5.48 B
Vornado Realty Trust,,$4.73 B,3.224,USA,,,,,,,$22.97,,VNO,,$1.77 B
